Start,Freq,Time,Failed
0,13,0.105832000000085,True
0.00769230769230769,13,0.148699307692435,True
0.0153846153846154,13,0.251812615384801,True
0.0230769230769231,13,0.358146923074256,True
0.0307692307692308,13,0.435089230764498,True
0.0384615384615385,13,0.144293538461644,True
0.0461538461538462,13,0.187160846153987,True
0.0538461538461538,13,0.290274153845272,True
0.0615384615384615,13,0.396608461534727,True
0.0692307692307692,13,0.473550769224969,True
0,13.1,0.107333000000087,True
0.00763358778625954,13.1,0.153217587786391,True
0.0152671755725191,13.1,0.254389175572636,True
0.0229007633587786,13.1,0.361860763356013,True
0.0305343511450382,13.1,0.46592735113948,True
0.0381679389312977,13.1,0.145500938931405,True
0.0458015267175573,13.1,0.191385526717703,True
0.0534351145038168,13.1,0.292557114502875,True
0.0610687022900763,13.1,0.400028702286251,True
0.0687022900763359,13.1,0.504095290069946,True
0,13.2,0.109283000000089,True
0.00757575757575758,13.2,0.175526757575912,True
0.0151515151515152,13.2,0.280889515150923,True
0.0227272727272727,13.2,0.39239127272369,True
0.0303030303030303,13.2,0.468987030297391,True
0.0378787878787879,13.2,0.147161787878897,True
0.0454545454545455,13.2,0.213405545454713,True
0.053030303030303,13.2,0.31876830302866,True
0.0606060606060606,13.2,0.430270060601427,True
0.0681818181818182,13.2,0.506865818175509,True
0,13.3,0.219883000000199,True
0.0075187969924812,13.3,0.179130796992639,True
0.0150375939849624,13.3,0.286599593984217,True
0.0225563909774436,13.3,0.395685390973773,True
0.0300751879699248,13.3,0.501481187963498,True
0.037593984962406,13.3,0.257476984962418,True
0.0451127819548872,13.3,0.216724781955059,True
0.0526315789473684,13.3,0.324193578945581,True
0.0601503759398496,13.3,0.433279375935136,True
0.0676691729323308,13.3,0.539075172926948,True
0,13.4,0.138550000000118,True
0.00746268656716418,13.4,0.182431686567325,True
0.0149253731343284,13.4,0.31248737313289,True
0.0223880597014925,13.4,0.427823059696962,True
0.0298507462686567,13.4,0.534173746263171,True
0.0373134328358209,13.4,0.175863432835959,True
0.0447761194029851,13.4,0.21974511940316,True
0.0522388059701493,13.4,0.349800805967677,True
0.0597014925373134,13.4,0.465136492531748,True
0.0671641791044776,13.4,0.571487179100027,True
0,13.5,0.137437000000117,True
0.00740740740740741,13.5,0.207181407407593,True
0.0148148148148148,13.5,0.320261814813169,True
0.0222222222222222,13.5,0.460112222216828,True
0.0296296296296296,13.5,0.567299629625096,True
0.037037037037037,13.5,0.174474037037174,True
0.0444444444444445,13.5,0.244218444444644,True
0.0518518518518519,13.5,0.357298851849179,True
0.0592592592592593,13.5,0.497149259252837,True
0.0666666666666667,13.5,0.604336666663161,True
0,13.6,0.14053300000012,True
0.00735294117647059,13.6,0.212963941176662,True
0.0147058823529412,13.6,0.350790882350478,True
0.0220588235294118,13.6,0.49293082352314,True
0.0294117647058824,13.6,0.600915764702316,True
0.0367647058823529,13.6,0.177297705882493,True
0.0441176470588235,13.6,0.249728647059029,True
0.0514705882352941,13.6,0.387555588231812,True
0.0588235294117647,13.6,0.529695529406121,True
0.0661764705882353,13.6,0.637680470585689,True
