Start,Freq,Time,Failed
0,14.8,0.902258000005108,True
0.00675675675675676,14.8,1.44798475672782,True
0.0135135135135135,14.8,2.45544951350283,True
0.0202702702702703,14.8,3.66377227042848,True
0.027027027027027,14.8,4.57024902731194,True
0.0337837837837838,14.8,0.93604178378985,True
0.0405405405405405,14.8,1.48176854050881,True
0.0472972972972973,14.8,2.48923329729131,True
0.0540540540540541,14.8,3.69755605421695,True
0.0608108108108108,14.8,4.60403281110041,True
0,14.81,0.942911000006277,True
0.00675219446320054,14.81,1.53999219442669,True
0.0135043889264011,14.81,2.61884338893856,True
0.0202565833896016,14.81,3.89854558358063,True
0.0270087778528022,14.81,10.0000007771203,False
0.0337609723160027,14.81,0.976671972323237,True
0.0405131667792032,14.81,1.5737531667399,True
0.0472653612424038,14.81,2.65260436125925,True
0.0540175557056043,14.81,3.93230655590132,True
0.0607697501688049,14.81,10.0000007494363,False
0,14.82,1.00232100000773,True
0.0067476383265857,14.82,1.61555163828386,True
0.0134952766531714,14.82,2.7860742766887,True
0.0202429149797571,14.82,4.19667791521246,True
0.0269905533063428,14.82,5.27092355368919,True
0.0337381916329285,14.82,1.03605919163787,True
0.0404858299595142,14.82,1.649289829914,True
0.0472334682860999,14.82,2.81981246832632,True
0.0539811066126856,14.82,4.23041610685007,True
0.0607287449392713,14.82,5.3046617453268,True
0,14.83,1.06744900000237,True
0.00674308833445718,14.83,1.71598508828347,True
0.0134861766689144,14.83,2.98359917673206,True
0.0202292650033715,14.83,4.53061126528275,True
0.0269723533378287,14.83,5.70830735378181,True
0.0337154416722859,14.83,1.10116444167187,True
0.0404585300067431,14.83,1.74970052995297,True
0.0472016183412003,14.83,3.01731461840902,True
0.0539447066756574,14.83,4.56432670695971,True
0.0606877950101146,14.83,5.74202279545878,True
0,14.84,1.13382699999691,True
0.00673854447439353,14.84,1.84385054441289,True
0.0134770889487871,14.84,3.18980308904075,True
0.0202156334231806,14.84,4.9322436337587,True
0.0269541778975741,14.84,6.27604817842092,True
0.0336927223719677,14.84,1.16751972236609,True
0.0404312668463612,14.84,1.87754326678207,True
0.0471698113207547,14.84,3.2234958114174,True
0.0539083557951482,14.84,4.96593635613534,True
0.0606469002695418,14.84,6.30974090079756,True
0,14.85,1.20373199999116,True
0.00673400673400673,14.85,1.97706700666154,True
0.0134680134680135,14.85,3.45687301359731,True
0.0202020202020202,14.85,5.43362702060762,True
0.0269360269360269,14.85,7.01126902756214,True
0.0336700336700337,14.85,1.23740203365841,True
0.0404040404040404,14.85,2.01073704033117,True
0.0471380471380471,14.85,3.49054304727202,True
0.0538720538720539,14.85,5.46729705428232,True
0.0606060606060606,14.85,7.04493906123684,True
0,14.86,1.30517099998281,True
0.00672947510094213,14.86,2.11708647504296,True
0.0134589502018843,14.86,3.78885495037758,True
0.0201884253028264,14.86,6.07175742579762,True
0.0269179004037685,14.86,8.01751790115497,True
0.0336473755047106,14.86,1.33881837548474,True
0.0403768506056528,14.86,2.15073385055235,True
0.0471063257065949,14.86,3.82250232588697,True
0.053835800807537,14.86,6.105404801307,True
0.0605652759084791,14.86,8.05116527663447,True
0,14.87,1.40078399997495,True
0.00672494956287828,14.87,2.31228394953218,True
0.0134498991257566,14.87,4.18957589935747,True
0.0201748486886348,14.87,6.99990984931316,True
0.0268997982515131,14.87,9.66032679777324,True
0.0336247478143914,14.87,1.43440874778656,True
0.0403496973772697,14.87,2.34590869735125,True
